Order Date,Sales,Profit
12-05-2012,298.62,36.48
10-03-2011,1097.28,252.24
04-10-2012,695.28,201.6
16-01-2014,778.1499,149.9499
01-08-2013,898.59,89.67
16-05-2014,201.96,71.76
05-11-2012,343.83,89.43
29-10-2013,408.3,16.2
01-03-2011,214.758,7.158
25-09-2011,1071.441,71.421
08-08-2014,287.94,0
14-11-2011,533.2527,206.3727
10-09-2012,787.92,338.76
15-12-2014,481.815,176.565
22-06-2011,462.672,25.632
20-01-2012,900.234,260.034
02-10-2013,169.092,-81.768
30-12-2014,484.029,29.709
03-10-2012,532.56,85.2
25-04-2013,429.48,85.86
05-03-2013,198.045,-15.435
21-11-2014,517.08,149.94
17-11-2014,415.44,66.24
07-01-2013,698.058,147.348
21-02-2011,805.707,-62.853
07-12-2012,464.04,83.52
24-07-2013,528.57,-176.19
07-11-2014,394.6455,-4.3245
22-10-2014,583.872,-21.948
01-11-2011,196.8,-66.96
10-07-2013,568.863,37.863
26-09-2014,531.48,21.24
24-10-2012,385.29,161.82
31-08-2012,567.6204,-116.2596
24-05-2013,741.006,-333.564
02-09-2011,561.495,-316.605
27-07-2011,340.443,113.463
20-12-2013,674.4,316.92
15-05-2012,559.926,24.846
03-12-2012,680.76,74.88
22-08-2013,363.447,76.707
23-06-2014,372.9132,101.8332
27-02-2014,385.398,68.508
20-05-2014,840.6,319.35
07-12-2012,464.94,18.48
07-10-2014,256.719,46.269
29-04-2013,304.776,43.956
24-08-2013,1058.25,-76.53
01-05-2012,1349.325,389.775
22-06-2011,507.6,203.04
15-10-2011,637.35,-471.69
24-07-2013,485.55,218.4
13-09-2013,466.128,176.088
05-06-2012,138.39,34.44
18-09-2013,497.76,94.56
20-09-2013,2057.13,-0.12
16-09-2011,255.744,-5.736
13-02-2014,722.4714,68.7114
07-11-2013,307.4625,12.2625
05-09-2013,447.876,129.336
03-06-2011,2544.96,1068.84
23-05-2014,260.82,-8.73
21-11-2012,453.6,-143.64
27-10-2011,911.52,309.78
15-07-2011,151.1976,-33.2424
19-06-2014,341.9982,80.8182
03-08-2012,325.269,100.989
27-12-2013,976.56,97.44
18-11-2011,264.8268,105.3468
21-08-2013,1431.81,509.01
28-12-2012,378.39,151.35
30-11-2011,149.58,55.08
14-11-2014,274.9545,-0.0255
01-06-2013,793.206,8.766
21-11-2013,636.36,267.24
06-11-2014,369.117,110.607
05-04-2012,669.06,289.86
28-01-2011,531.522,47.202
21-06-2011,589.68,200.34
14-06-2012,141.825,-71.025
13-09-2013,1283.52,205.17
07-10-2013,366.84,21.96
17-10-2014,648.9,136.26
11-04-2014,533.1588,-301.8012
30-10-2014,654.102,-50.898
22-03-2012,642.72,44.94
30-03-2011,695.88,-167.04
03-10-2014,705.72,91.68
21-05-2014,538.44,156.12
21-02-2013,626.184,257.424
16-04-2014,1687.392,674.772
16-11-2011,195.264,19.524
30-08-2013,845.856,18.756
30-01-2013,479.115,148.995
03-12-2013,256.284,96.804
13-08-2012,342.3,51.24
16-06-2014,526.62,-221.22
03-12-2012,575.6634,-149.9166
13-07-2013,156.249,15.579
11-06-2012,463.32,-121.23
31-12-2013,671.9265,177.9765
11-04-2014,412.8,132.06
22-01-2014,1428.3,-57.18
07-06-2012,438.84,65.79
11-11-2013,364.32,112.92
14-05-2013,828.306,331.236
11-05-2012,401.04,176.4
02-09-2011,249.84,69.84
19-10-2012,740.178,41.118
09-11-2012,432.9612,140.6412
02-09-2011,189.96,0
28-02-2014,486.09,106.92
12-11-2014,628.2,270.12
02-01-2012,916.11,36.63
20-08-2014,340.08,33.96
26-06-2012,273.321,-149.559
09-01-2014,294.3,135.36
07-11-2013,235.71,-2.79
12-12-2014,244.5,36.6
02-01-2013,369.45,84.96
03-01-2014,523.98,125.73
29-12-2014,1612.872,-143.568
22-01-2014,184.758,62.238
21-11-2014,333.96,76.8
09-10-2013,675.8775,-43.6725
25-07-2012,336,23.52
25-11-2011,546.975,100.875
08-02-2013,340.86,122.7
25-06-2012,743.04,181.56
26-06-2013,856.8,291.24
29-05-2014,500.4,140.1
01-11-2011,121.575,-92.475
14-11-2014,207.036,-16.104
22-01-2014,451.1295,-150.4305
22-01-2014,467.43,219.69
27-06-2014,267.84,109.8
25-06-2013,448.578,174.438
05-02-2013,877.905,87.675
08-04-2011,341.82,125.22
05-05-2013,528.93,188.01
10-06-2013,335.1465,10.2465
24-03-2014,433.62,28.71
24-12-2012,556.704,-306.216
19-11-2013,344.8152,99.6552
17-04-2014,567.6,113.52
05-05-2014,533.88,-74.79
15-05-2013,430.575,-172.275
10-09-2011,249.18,59.76
22-08-2013,561.4125,-193.9875
05-12-2014,498.42,224.28
02-12-2014,226.257,-47.043
09-11-2013,356.238,-31.722
27-10-2014,568.215,-79.605
05-10-2014,526.635,81.885
10-02-2014,1128.384,62.664
02-05-2011,236.1765,85.2765
06-10-2014,803.04,345.12
28-03-2013,761.4,327.24
22-01-2013,424.35,25.38
17-09-2013,136.35,-5.55
12-09-2013,457.812,121.932
25-10-2012,762.48,121.95
18-01-2013,448.578,174.438
12-12-2012,346.761,123.291
31-10-2012,747.36,265.68
11-03-2012,381.84,80.16
17-12-2013,626.175,-16.725
29-01-2013,504.09,60.48
31-12-2013,706.158,156.918
26-08-2014,296.64,-59.4
17-11-2014,490.4802,153.6102
07-01-2011,445.41,-136.71
12-08-2013,408.78,192.06
17-10-2012,492.399,131.229
01-10-2014,375.9,7.35
18-05-2013,345.096,4.266
18-11-2011,1119.195,255.795
01-11-2011,519.525,-394.875
15-03-2013,1587.12,666.48
21-08-2014,736.29,8.04
02-04-2012,607.824,60.744
11-01-2012,688.32,-436.08
22-04-2014,154.26,60.12
12-08-2014,569.97,-159.66
03-12-2012,589.1364,25.3164
27-09-2012,375.6069,71.9469
16-05-2011,409.26,102.3
04-11-2014,245.22,31.86
06-10-2011,330.84,102.42
29-05-2014,581.55,122.1
17-05-2012,206.28,13.74
22-05-2012,613.224,-40.896
01-04-2014,519.48,93.48
31-03-2014,382.14,145.2
09-09-2014,230.5098,9.8898
09-05-2012,837.63,376.92
07-12-2011,595.92,71.4
29-08-2012,634.95,279.36
15-03-2011,340.86,122.7
03-05-2013,161.94,74.46
08-08-2012,135.09,28.77
18-03-2014,822.42,123.36
29-04-2014,228.285,40.485
29-11-2011,925.92,101.79
08-04-2013,430.5708,134.8608
03-12-2011,362.5047,74.0547
03-06-2013,575.64,-25.71
07-10-2011,411.75,86.46
30-12-2014,327.4446,-92.9754
15-03-2014,298.566,43.056
22-05-2014,221.94,19.59
23-05-2011,244.26,92.79
15-12-2011,119.52,-14.4
09-11-2012,237.3219,-37.1781
22-10-2012,756.6,30.24
03-12-2014,901.908,100.128
05-11-2012,356.13,42.66
23-04-2013,670.14,-128.52
18-06-2014,533.2527,206.3727
29-11-2011,643.8393,232.6293
08-03-2013,414.102,-31.878
22-08-2014,546.3612,-104.8488
26-11-2013,536.64,64.32
09-08-2014,520.11,244.44
12-08-2014,578.34,277.56
20-03-2014,246,81.15
27-03-2014,318.48,6.24
20-03-2012,350.352,-17.568
26-12-2014,229.284,-7.656
04-11-2014,206.784,-27.576
17-06-2014,226.557,98.127
26-12-2013,367.902,73.332
30-08-2014,1151.22,287.7
17-12-2011,532.5,207.66
23-03-2011,363.4902,87.5502
10-09-2013,705.8805,-506.1195
16-01-2012,504.36,201.72
12-03-2013,236.25,82.62
12-08-2014,608.58,0
07-11-2014,663.84,-409.44
22-09-2014,845.46,295.74
25-05-2013,141.993,50.463
13-10-2014,232.2,15.48
20-12-2013,349.44,122.22
05-04-2014,287.28,48.72
17-04-2014,192,1.92
25-01-2014,785.79,369.27
15-08-2013,346.92,97.08
20-10-2012,784.8,156.96
01-09-2011,473.61,142.08
29-10-2014,773.388,326.448
19-12-2012,557.2188,47.8788
03-10-2012,312.444,104.124
02-01-2013,149.1,58.14
02-07-2014,757.32,136.26
13-06-2013,399.168,-173.292
04-06-2012,347.2056,8.3556
16-04-2014,356.6196,53.6796
01-01-2013,246.12,66.42
23-07-2013,413.424,-0.036
11-01-2011,554.3736,40.0536
28-11-2012,606.933,-418.167
30-11-2011,141.12,21.15
26-03-2014,374.58,134.82
28-09-2012,412.95,24.75
08-04-2013,334.8222,18.9222
29-10-2014,341.46,160.44
07-01-2011,273.702,-44.838
11-10-2012,637.749,118.359
21-08-2013,363.924,-170.016
20-03-2012,296.784,-192.936
26-01-2012,636.36,267.24
08-11-2012,588.978,71.838
04-02-2011,883.8,70.5
08-06-2012,102.24,43.92
31-03-2011,336.24,127.74
23-10-2013,332.856,-221.904
07-02-2013,488.88,117.18
26-11-2013,504.36,201.72
28-11-2014,495.99,74.25
21-05-2013,447.3,174.42
17-02-2012,502.02,125.46
02-05-2014,819.54,139.32
20-09-2013,251.55,98.1
26-09-2013,691.95,297.36
10-08-2013,218.16,72.72
03-10-2014,495.3606,149.0706
12-09-2013,260.4,31.08
07-05-2012,518.0694,180.9894
14-08-2012,369.72,166.32
24-08-2012,163.1331,37.9431
10-06-2013,674.901,14.481
25-06-2012,424.5315,17.4315
31-12-2013,498,44.7
10-07-2013,333.774,81.354
17-09-2014,244.2,34.05
15-09-2014,231.48,30
16-09-2014,576,194.4
14-05-2013,476.928,-31.872
10-06-2013,308.07,17.01
21-06-2012,303.2712,37.3212
07-08-2014,222.9795,-0.0705
25-06-2013,339.84,37.35
13-12-2014,445.326,63.606
27-04-2012,191.13,82.17
17-01-2012,496.53,238.32
30-01-2013,531.9,-53.25
19-01-2013,272.52,76.14
21-11-2014,447.876,129.336
08-08-2011,365.22,21.9
06-11-2014,341.577,-30.393
15-09-2011,639.66,121.5
18-04-2014,612.198,-81.702
27-10-2011,421.95,122.25
17-09-2013,423.27,181.98
16-10-2014,264.96,10.56
12-07-2014,443.73,159.6
12-09-2013,520.02,228.69
29-07-2011,216.8442,-24.6258
22-12-2012,195.885,-19.665
24-05-2011,978.39,205.38
06-11-2012,823.5801,-44.3499
17-09-2014,310.35,108.6
21-06-2012,573.48,200.64
07-12-2012,478.08,234.24
11-04-2014,211.68,86.76
03-08-2014,211.464,-66.996
22-07-2014,378,-20.16
16-05-2013,988.2327,-708.5673
10-09-2011,414.33,202.86
29-10-2012,170.1,83.34
22-08-2014,477.3006,45.4206
10-06-2014,241.74,106.2
01-10-2013,173.61,32.94
11-03-2013,190.998,25.398
17-10-2014,282.744,62.664
14-02-2014,604.575,185.325
19-09-2014,312.336,62.316
22-07-2013,418.728,-143.472
06-08-2014,457.893,111.843
09-12-2011,428.175,-51.525
06-08-2014,988.08,276.48
05-09-2013,875.016,311.016
29-06-2012,248.22,56.07
27-12-2011,278.6652,-12.0348
15-10-2013,623.6685,-153.5715
22-09-2014,671.0598,-73.6002
10-07-2013,166.8,15
13-10-2011,316.476,-126.624
29-10-2011,544.725,205.725
20-11-2014,654.102,-50.898
21-08-2013,948.618,421.578
01-11-2013,665.145,-0.195
13-10-2011,523.98,-139.77
07-10-2011,333.9,83.46
15-08-2011,392.22,160.74
17-08-2012,581.25,46.5
18-12-2012,404.16,104.88
16-04-2012,829.728,134.748
06-09-2014,358.68,14.28
25-06-2013,303,60.6
12-08-2014,449.64,13.44
23-12-2014,429.4125,-171.7875
01-04-2014,314.496,87.276
08-02-2013,364.8483,90.2283
29-03-2013,919.05,-128.67
02-12-2011,889.92,355.86
17-05-2012,512.163,130.833
12-12-2013,326.835,123.435
22-10-2011,493.83,85.59
12-12-2014,199.26,63.72
20-06-2013,257.76,-149.52
12-09-2014,440.5275,140.8575
14-11-2011,364.92,62.01
12-03-2014,321.9426,-168.6474
03-12-2012,879.15,35.1
20-08-2011,729.84,124.02
05-11-2013,422.82,12.6
08-12-2014,339.18,108.48
01-07-2013,674.55,195.6
01-10-2014,392.88,137.28
23-10-2013,404.73,117.36
12-10-2012,272.52,128.04
05-12-2013,618.732,-31.068
23-07-2014,368.172,147.252
09-03-2012,244.65,107.55
16-04-2012,408.456,-45.954
13-02-2012,371.808,-216.912
22-01-2014,264.9384,99.6984
08-08-2014,217.2,32.58
27-06-2012,425.7,85.14
10-07-2014,244.8,70.92
27-12-2013,155.34,48.15
13-09-2013,326.97,94.29
28-05-2013,377.568,12.528
08-05-2013,110.1132,12.0132
19-12-2011,466.7007,-39.3693
25-04-2011,408.7215,-104.0985
02-09-2011,578.64,98.28
01-11-2012,459.918,-30.672
21-05-2013,144,67.68
21-02-2011,173.349,-104.031
17-06-2014,380.538,-29.682
09-05-2012,249.885,41.535
23-01-2012,146.6775,-99.7725
01-03-2014,735.66,95.58
25-02-2012,260.82,115.86
22-08-2012,294.6,106.02
03-05-2012,197.883,70.353
11-05-2014,269.244,-134.676
19-06-2013,403.272,-60.528
25-06-2012,231.6312,-144.3888
30-11-2013,719.7,158.28
25-09-2014,247.35,56.85
19-09-2011,737.019,261.819
15-11-2012,351.216,118.476
15-02-2012,329.9886,-205.5114
17-10-2013,486.12,-77.88
27-09-2013,308.7,-41.22
10-02-2014,362.664,140.904
02-10-2013,200.1,96
26-06-2013,218.025,79.875
17-11-2012,409.4604,162.8604
04-05-2013,280.35,131.67
01-12-2011,219.78,59.34
08-05-2011,533.799,-144.891
20-09-2013,654.102,-50.898
24-08-2012,381.96,190.98
26-12-2013,330.075,-7.335
16-09-2013,149.76,53.91
19-07-2012,485.73,189.36
04-10-2012,285.48,79.92
04-05-2013,211.44,46.32
06-10-2011,248.52,104.28
21-09-2013,646.38,-71.82
19-05-2013,418.5,33.48
22-11-2013,446.4,26.7
06-10-2014,333.24,79.92
08-04-2014,152.55,-1.71
21-09-2013,248.94,-19.38
16-12-2014,493.452,-205.608
22-10-2014,380.688,19.008
25-11-2013,180.36,52.2
27-01-2012,520.98,187.5
02-08-2012,211.95,37.65
15-10-2014,398.688,-358.992
24-04-2012,185.055,-30.645
22-01-2014,613.287,44.307
26-09-2014,382.4253,32.8953
20-11-2013,108.48,45.54
09-06-2014,457.5465,134.5665
07-12-2011,312.228,-780.642
12-08-2013,401.04,176.4
29-11-2012,249.885,41.535
30-09-2014,554.28,77.52
08-04-2013,300.9234,-215.7966
17-06-2014,462.132,-0.108
24-01-2014,296.34,142.2
04-02-2012,221.112,74.562
18-08-2014,94.44,1.8
06-11-2014,550.08,-66.12
14-06-2014,160.02,46.2
24-11-2012,174.33,64.44
10-07-2013,352.512,23.472
07-10-2011,290.34,2.88
15-09-2011,361.2,155.19
17-09-2014,267.732,-156.258
24-10-2012,1114.8,211.68
18-11-2014,379.44,174.48
17-10-2011,691.4706,28.4106
09-11-2013,251.262,111.582
15-03-2011,153.81,27.63
11-12-2013,795.33,23.85
30-08-2014,358.8498,57.8298
16-10-2014,555.0336,-175.0464
17-09-2013,202.8,-69
12-06-2013,242.1,106.5
09-04-2013,158.76,65.07
04-10-2013,166.32,68.04
02-05-2014,275.616,-0.024
25-12-2012,751.653,25.053
24-06-2014,473.85,160.92
07-11-2013,280.3275,-3.8025
28-12-2012,561.5379,-0.0021
25-08-2014,602.208,213.888
27-11-2012,336.6,158.16
08-05-2013,274.32,63.06
15-09-2014,214.7514,-2.9886
20-10-2012,468.6,182.64
20-10-2014,328.995,94.995
02-04-2011,1278,460.08
08-10-2012,945.828,-392.892
10-01-2013,262.5,91.8
29-10-2014,234.36,86.64
06-04-2013,120.042,46.602
03-06-2013,464.5344,151.0944
30-11-2012,218.76,28.32
03-01-2011,337.6395,-122.8005
04-07-2013,314.991,125.271
11-05-2014,288,-14.4
07-11-2014,311.4,-373.68
15-10-2012,526.08,173.58
15-10-2012,888.72,239.82
01-03-2013,642.96,10.68
19-12-2012,258.3,46.44
29-04-2013,226.4022,37.0422
24-11-2014,458.3628,-210.9972
22-01-2013,193.68,90.96
06-05-2014,282.3,135.3
26-03-2014,275.76,5.46
09-02-2012,462.105,-36.015
08-04-2013,201.0675,-29.1825
14-11-2011,339.885,-24.615
16-01-2012,785.34,94.23
20-10-2012,398.61,15.93
24-07-2012,108.6288,1.9488
28-06-2014,325.92,78.12
22-07-2013,430.704,-33.576
27-03-2012,130.44,45.6
26-12-2014,910.35,391.35
11-12-2014,230.04,6.9
15-09-2012,385.02,57.72
04-06-2012,196.74,98.37
07-12-2012,171.42,34.26
21-11-2013,369.72,-140.58
30-12-2014,333.6255,-56.5245
25-06-2014,571.455,215.865
02-11-2011,504.72,232.11
17-04-2013,194.766,-95.934
09-10-2012,176.202,56.742
03-12-2013,229.392,50.922
15-12-2014,393.39,145.53
03-06-2011,562.518,143.718
04-01-2014,183.33,49.35
13-08-2012,373.23,89.55
17-05-2012,231.417,25.677
05-12-2013,545.04,-145.38
20-06-2012,112.95,18
08-01-2013,226.8,-22.8
07-07-2014,576.6525,-7.7175
05-10-2011,194.4,40.8
29-12-2014,474.4116,15.2316
07-05-2013,254.016,76.176
13-08-2014,154.44,43.2
17-12-2014,139.6815,-81.8685
25-06-2011,439.344,87.864
07-08-2013,281.754,-117.846
12-06-2013,248.7237,-32.8563
31-10-2014,206.685,-173.655
23-03-2012,235.008,-86.232
03-11-2011,375.84,107.94
01-08-2012,280.2834,72.3234
30-03-2011,233.8875,59.2275
10-06-2011,331.02,158.88
22-07-2013,705.6,331.44
19-09-2013,725.67,355.5
04-10-2013,246.69,54.27
01-09-2014,650.034,-23.706
24-05-2012,203.184,29.304
18-08-2011,524.28,146.76
15-11-2011,498.12,24.84
18-06-2012,87.21,-9.69
22-12-2014,243.27,121.59
19-06-2014,494.0658,-11.9142
04-12-2014,359.04,107.52
13-08-2014,807.84,250.38
26-06-2014,339.15,145.74
06-09-2012,394.956,21.906
04-12-2014,209.0136,-20.0664
26-12-2013,263.7492,-54.7908
28-05-2012,332.28,29.88
22-01-2014,582.426,26.766
21-10-2013,341.523,129.003
31-08-2013,124.8237,43.5537
30-12-2014,255.285,-47.655
23-07-2014,468.612,78.072
11-08-2012,66.69,29.97
21-08-2013,354.861,-7.929
15-04-2013,199.206,-20.034
04-08-2011,351.3,144
03-06-2014,517.14,243
02-09-2011,213.3,33.15
23-01-2012,124.74,-5.58
03-05-2013,200.76,86.28
20-12-2014,311.4,-31.14
02-04-2011,228.42,83.7
09-09-2011,266.328,11.808
27-10-2014,329.712,94.782
09-05-2012,504.54,-42.06
23-01-2012,152.928,33.948
23-07-2013,293.112,12.792
07-12-2012,136.95,40.95
17-10-2011,243.168,-27.372
01-11-2011,142.44,-25.68
28-10-2011,475.2,85.5
09-09-2013,73.5402,-15.1398
05-10-2014,367.578,-0.162
27-08-2012,498.2988,-66.0612
05-10-2012,427.8816,20.6016
05-08-2014,321.6591,-132.7509
04-04-2014,458.1564,-511.4436
07-10-2013,392.76,127.62
31-07-2014,455.76,-45.69
22-11-2014,2183.979,447.279
13-12-2013,288.9,127.05
06-10-2011,443.0706,53.3706
03-12-2013,392.85,148.41
27-10-2011,532.8,245.04
25-06-2013,190.9332,59.7732
31-07-2013,814.17,170.94
31-12-2013,499.44,179.76
28-03-2013,364.74,123.96
23-12-2014,363.39,10.89
26-12-2013,309.5568,100.5768
19-05-2011,68.634,2.274
04-10-2012,269.55,51.15
16-10-2014,208.035,62.385
02-06-2011,266.4,122.52
06-09-2013,197.64,13.14
24-06-2014,98.64,22.68
22-10-2013,189.54,50.46
08-11-2014,312.15,-87.45
06-11-2013,610.6725,110.3625
09-07-2014,234.3519,-12.8781
06-09-2014,402.75,36.15
05-10-2012,147.663,4.833
27-10-2014,249.18,59.76
30-12-2014,118.1007,41.2407
04-07-2011,278.85,-141.96
02-06-2011,219.6,50.4
24-11-2012,160.38,3.51
04-12-2014,1790.7582,560.7882
30-06-2014,293.328,-78.372
07-05-2014,199.2375,18.0375
02-09-2014,130.56,50.88
14-08-2012,367.83,47.79
08-08-2012,494.64,4.92
07-11-2012,494.91,-138.69
29-12-2014,584.6445,194.7945
11-07-2011,216.8775,86.7375
28-03-2012,329.3772,-7.9428
04-12-2014,940.32,141.03
05-06-2014,304.8,103.44
05-07-2011,415.1826,105.0426
30-08-2013,435.45,209.01
08-08-2012,297.48,14.82
23-10-2014,349.272,31.032
03-05-2013,214.14,92.04
20-11-2013,395.82,175.86
11-06-2014,139.5,11.16
10-01-2014,276.9378,46.6578
22-09-2014,784.728,62.208
16-11-2013,216.3,45.42
20-08-2014,144.9,70.92
06-01-2014,148.95,16.35
26-09-2013,226.59,-16.41
28-05-2011,470.9799,65.7999
18-11-2011,95.5413,35.6013
22-04-2014,182.58,43.8
10-12-2014,153.657,63.117
24-03-2014,91.746,1.986
26-12-2014,243.684,-89.376
14-09-2011,192,1.92
04-12-2013,259.4274,74.6274
25-02-2012,117.75,38.85
21-10-2013,264.9,113.85
06-10-2011,207.36,78.72
13-04-2012,347.553,-23.817
17-01-2012,259.74,46.74
25-06-2012,168.075,37.275
01-05-2014,163.98,45.9
18-03-2011,595.68,0
06-07-2011,353.22,158.76
26-12-2011,189.6,45.48
18-02-2011,257.85,-165.03
28-12-2012,402.6456,12.7656
26-05-2014,280.65,0
28-02-2012,299.295,-6.705
24-10-2014,140.94,4.2
08-09-2014,151.164,15.804
06-06-2013,229.2,-155.88
09-05-2012,549.24,252.6
18-11-2013,249.18,59.76
08-08-2014,152.4,42.6
03-10-2013,205.632,-85.728
11-10-2014,503.82,196.47
26-02-2011,79.38,25.38
13-05-2013,266.976,-80.244
22-06-2011,261.873,69.813
24-07-2014,199.53,15.93
22-12-2011,309.42,20.61
20-03-2014,228.42,43.2
07-01-2013,765.855,8.505
03-12-2014,202.095,89.775
22-10-2014,281.82,98.58
07-05-2014,933.4014,-78.7386
04-11-2011,248.85,-3.36
30-03-2011,461.3625,-110.7375
18-08-2014,496.2,64.44
24-05-2011,366.1296,61.5696
02-09-2011,220.968,4.788
02-12-2014,284.94,28.44
01-11-2011,82.62,-29.97
24-12-2013,340.68,13.62
14-09-2012,229.32,9.12
23-12-2013,124.416,-4.224
17-09-2013,201.285,64.845
02-12-2014,147.9654,8.2854
07-10-2011,206.4,66.03
16-01-2013,221.76,33.24
07-08-2014,668.8638,-32.2362
30-05-2011,380.7,163.62
03-09-2014,501.66,50.1
30-05-2014,166.68,49.86
17-02-2014,218.79,-123.33
07-02-2013,514.53,210.87
15-05-2013,132.3,6.51
10-06-2014,169.7961,-118.5639
12-09-2012,428.544,112.464
10-06-2013,110.241,-7.389
12-09-2014,472.122,162.582
04-06-2012,166.14,46.5
23-12-2011,199.53,15.93
23-05-2011,84.42,11.76
25-10-2012,178.0857,22.9557
13-10-2011,320.544,-35.616
04-09-2014,112.509,17.469
27-06-2011,146.88,2.91
21-02-2011,345.72,114.06
04-01-2014,168.96,6.72
04-10-2013,338.688,30.048
28-05-2014,236.376,11.796
06-10-2011,340.2585,32.7285
22-01-2011,59.724,-33.876
13-12-2014,107.244,-2.436
20-01-2014,238.788,84.888
10-05-2012,136.59,23.22
14-02-2013,156.222,52.062
20-05-2014,289.8,139.05
27-04-2012,225.2952,83.9952
07-08-2014,874.3635,-10.6365
11-03-2011,259.281,63.261
05-06-2013,248.22,96.78
14-10-2011,125.1,41.22
13-11-2014,293.58,129.06
04-09-2014,284.4,68.22
24-08-2013,174.45,27.9
13-09-2014,159.138,52.878
22-07-2013,254.0343,-95.8857
03-04-2013,165.2136,45.2136
26-05-2014,144.18,18.72
09-05-2014,233.6664,-167.6136
14-06-2013,222.24,-222.24
09-08-2014,397.44,15.84
28-09-2012,243.84,68.16
25-08-2014,256.23,-17.22
18-08-2014,88.41,0
06-02-2014,130.3488,-34.0512
18-06-2014,350.6193,82.9293
10-08-2011,513.12,251.4
07-12-2013,277.38,102.6
24-05-2012,69.3,11.7
03-05-2011,588.6,117.72
14-11-2014,378.39,151.35
13-10-2014,243.36,80.28
11-05-2013,400.608,-247.152
11-08-2014,812.88,357.6
23-12-2011,131.58,30.24
13-10-2011,325.3617,-135.0783
06-08-2014,220.56,68.28
15-09-2012,76.5,36.72
12-05-2014,470.232,-7.848
20-11-2014,204.228,-51.192
10-11-2011,131.64,64.5
26-03-2014,372.96,40.8
11-05-2013,287.49,114.87
13-11-2013,292.824,-14.676
22-01-2014,190.32,53.28
17-10-2011,402.75,-112.77
30-06-2014,182.304,9.024
04-06-2013,471,216.6
26-12-2011,242.214,-19.926
12-12-2013,157.56,34.56
30-04-2011,182.088,40.248
18-06-2014,537.705,-213.495
11-07-2013,319.2084,-186.8916
14-05-2013,169.4445,18.3645
28-02-2012,135.432,13.482
21-10-2013,148.56,32.64
20-09-2013,159.3,27
18-11-2014,262.95,110.4
03-11-2011,226.839,21.819
28-12-2013,432.288,-91.872
22-08-2013,212.22,46.62
22-08-2013,408.36,-294.12
07-01-2011,387.5175,25.8075
31-10-2013,220.65,70.5
24-12-2011,512.163,130.833
25-06-2013,224.046,49.716
22-10-2014,194.292,-3.288
30-06-2014,216.3294,-113.3706
15-08-2011,396.45,190.2
02-08-2012,183.42,10.98
28-03-2013,136.581,-95.469
21-10-2013,333.9,83.46
16-10-2014,197.64,-21.96
31-08-2011,446.58,14.82
23-02-2011,160.224,-28.056
20-09-2013,250.8,85.2
11-03-2014,231.15,85.5
07-02-2011,185.04,48.06
20-05-2014,287.28,48.72
13-03-2014,113.16,53.16
09-12-2013,297.183,44.733
22-07-2013,691.641,-15.009
28-04-2014,168.6,79.23
01-04-2013,375.4098,-36.0702
23-12-2014,379.044,63.144
15-10-2012,587.79,58.77
04-12-2014,274.68,137.34
22-10-2014,162.3978,-23.5422
14-08-2012,346.32,13.77
09-10-2014,214.92,36.48
03-12-2011,335.583,81.783
27-10-2012,4242.3624,459.9624
22-06-2011,384.21,110.91
01-08-2014,371.7,43.32
15-02-2013,170.76,61.44
14-11-2014,593.73,11.79
27-12-2014,473.847,-5.853
03-07-2013,166.56,76.56
06-02-2013,199.26,2.1
14-11-2014,153.063,10.203
09-12-2014,186.786,8.286
28-11-2011,462.132,-0.108
15-03-2014,426.6,-5.76
16-04-2014,263.5416,76.1616
18-06-2013,356.6178,133.1478
02-08-2013,663.8766,81.8166
26-07-2011,427.68,37.98
16-10-2012,497.16,154.08
10-12-2014,81.405,19.755
09-07-2013,84.8406,11.5806
08-09-2014,157.41,-108.87
09-09-2013,321.84,67.92
28-02-2012,131.922,46.902
24-06-2013,3916.08,1252.98
17-10-2014,270.27,10.8
28-12-2012,108.9,6.45
01-10-2012,604.5,36.15
19-12-2014,158.976,-95.424
02-04-2011,522.72,214.29
20-12-2011,1036.8,20.7
18-04-2014,145.05,26.1
26-09-2011,85.23,16.11
31-08-2011,71.4378,22.4778
21-03-2011,187.839,2.079
17-11-2014,90.18,26.1
02-12-2014,191.8455,-0.0945
07-10-2014,195.885,-19.665
22-01-2014,112.9392,37.6392
20-09-2014,256.473,82.593
25-12-2014,444.42,153.06
11-11-2013,186.8832,8.8632
01-11-2013,551.1,49.5
16-11-2012,318.132,-196.188
25-12-2013,213.36,59.64
10-06-2011,162.81,51.84
13-02-2014,358.668,75.708
07-10-2013,358.92,143.28
05-04-2012,501.228,61.248
10-12-2012,341.172,-7.608
13-04-2011,470.394,202.284
21-11-2014,155.7,13.95
11-06-2012,151.74,5.04
08-10-2014,247.86,59.46
28-07-2011,184.8,73.8
11-03-2013,358.56,-4.08
13-12-2012,107.136,-60.744
08-08-2014,340.62,74.76
21-06-2011,109.8,43.92
18-01-2013,153.414,15.174
15-03-2014,246.6945,-125.2755
27-08-2012,431.2182,-41.5818
17-12-2013,354.348,-129.972
18-01-2013,165.456,-3.744
05-12-2011,324.45,68.13
07-02-2013,398.7,87.6
07-08-2012,348.0273,16.7373
29-04-2014,275.886,3.006
18-06-2014,340.2585,32.7285
07-05-2013,103.3725,-28.3275
21-12-2011,243.15,29.1
24-05-2012,164.025,56.475
27-12-2014,533.2212,-153.4188
14-10-2014,354.942,70.812
11-05-2012,177.6,1.65
02-05-2011,476.763,78.363
